"Category","English","Khmer","Phonetic","AudioFile","Visible"
"Time tracking","June","មិថុនា","mithona","06 Time tracking\June (mithona).mp3","false"
"Time tracking","July","កក្កដា","kakada","06 Time tracking\July (kakada).mp3","false"
"Time tracking","August","សីហា","seiha","06 Time tracking\August (seiha).mp3","false"
"Time tracking","September","កញ្ញា","kanh nha","06 Time tracking\September (kanh nha).mp3","false"
"Time tracking","October","តុលា","tola","06 Time tracking\October (tola).mp3","false"
"Time tracking","November","វិច្ឆិកា","vichcheka","06 Time tracking\November (vichcheka).mp3","false"
"Time tracking","December","ធ្នូ","thnou","06 Time tracking\December (thnou).mp3","false"
"Time tracking","What time are you leaving at?","តើអ្នកចេញទៅម៉ោងប៉ុន្មាន?","tae nak chenh maong ponman?","06 Time tracking\What time are you leaving at (tae nak chenh maong ponman).mp3","false"
"Time tracking","What time are you leaving at?","តើអ្នកចាកចេញនៅម៉ោងប៉ុន្មាន?","tae nak chak chenh nov maong ponman?","06 Time tracking\What time are you leaving at (tae nak chak chenh nov maong ponman).mp3","false"
"Time tracking","Morning, at eight o'clock","ព្រឹក ម៉ោងប្រាំបី","preuk, maong brambei","06 Time tracking\Morning, at eight o'clock (preuk, maong brambei).mp3","false"
"Time tracking","Morning, at eight o'clock","ពេលព្រឹក នៅម៉ោងប្រាំបី","pel preuk, nov maong brambei","06 Time tracking\Morning, at eight o'clock (pel preuk, nov maong brambei).mp3","false"
"Time tracking","Morning, at a quarter past 8","ព្រឹក ​ម៉ោង ៨ ដប់ប្រាំនាទី","preuk​ maong prambei dob pram neati","06 Time tracking\Morning, at a quarter past 8 (preuk​ maong prambei dob pram neati).mp3","false"
"Time tracking","Morning, at a quarter past 8","ពេលព្រឹក នៅម៉ោង ៨ ដប់ប្រាំនាទី","pel preuk​ nov maong prambei dob pram neati","06 Time tracking\Morning, at a quarter past 8 (pel preuk​ nov maong prambei dob pram neati).mp3","false"
"Time tracking","Morning, at half past 8","ព្រឹក​ ម៉ោង ៨ កន្លះ","preuk maong prambei kanlash","06 Time tracking\Morning, at half past 8 (preuk maong prambei kanlash).mp3","false"
"Time tracking","Morning, at a quarter to nine","ព្រឹក ម៉ោងប្រាំបួនខ្វះដប់ប្រាំនាទី","preuk maong pramboun klas dompram neati","06 Time tracking\Morning, at a quarter to nine (preuk maong pramboun klas dompram neati).mp3","false"
"Time tracking","Morning, at a quarter to nine","ពេលព្រឹក នៅម៉ោងប្រាំបួនខ្វះដប់ប្រាំនាទី","pel preuk nov maong pramboun klas dompram neati","06 Time tracking\Morning, at a quarter to nine (pel preuk nov maong pramboun klas dompram neati).mp3","false"
"Time tracking","Evening, at 6pm","ល្ងាច ម៉ោង៦","lngeach maong pramuoy","06 Time tracking\Evening, at 6pm (lngeach maong pramuoy).mp3","false"
"Time tracking","Evening, at 6pm","ពេលល្ងាច នៅម៉ោង ៦","pel lngeach nov maong pramuoy","06 Time tracking\Evening, at 6pm (pel lngeach nov maong pramuoy).mp3","false"
"Time tracking","I am late","ខ្ញុំ​មកយឺត","khnhom mok yoeut","06 Time tracking\I am late (khnhom mok yoeut).mp3","false"
"Time tracking","I am late","ខ្ញុំយឺតហើយ","khnhom yoeut haey","06 Time tracking\I am late (khnhom yoeut haey).mp3","false"
"Taxi","Taxi!","តាក់ស៊ី!","taksi!","07 Taxi\Taxi! (taksi!).mp3","false"
"Taxi","Where would you like to go?","តើ​អ្នក​ចង់​ទៅណា?","tae​ nak​ chang​ tov na?","07 Taxi\Where would you like to go (tae​ nak​ chang​ tov na).mp3","false"
"Taxi","Where would you like to go?","តើអ្នកចង់ទៅណាដែរ?","tae​ nak​ chang​ tov na deh?","07 Taxi\Where would you like to go (tae​ nak​ chang​ tov na deh).mp3","false"
"Taxi","I'm going to the train station","ខ្ញុំនឹងទៅស្ថានីយ៍រថភ្លើង","khnhom neung tov stha ni roth phleung","07 Taxi\I'm going to the train station (khnhom neung tov stha ni roth phleung).mp3","false"
"Taxi","I'm going to the Day and Night Hotel","ខ្ញុំនៅសណ្ឋាគារទាំងថ្ងៃទាំងយប់","khnhom nov santhakia taing thngai taing yub","07 Taxi\I'm going to the Day and Night Hotel (khnhom nov santhakia taing thngai taing yub).mp3","false"
"Taxi","I'm going to the Day and Night Hotel","ខ្ញុំទៅសណ្ឋាគាទាំងថ្ងៃទាំងយប់","khnhom tov santhakia taing thngai taing yub","07 Taxi\I'm going to the Day and Night Hotel (khnhom tov santhakia taing thngai taing yub).mp3","false"
"Taxi","Can you take me to the airport, please?","តើអ្នកអាចយកខ្ញុំទៅព្រលានយន្តហោះបានទេ?","tae nak arch yok khnhom tow prolean yon haoh ban te?","07 Taxi\Can you take me to the airport, please (tae nak arch yok khnhom tow prolean yon haoh ban te).mp3","false"
"Taxi","Can you take me to the airport, please?","តើអ្នកអាចនាំខ្ញុំទៅព្រលានយន្តហោះបានទេ?","tae nak arch noim khnhom tov prolean yon haoh ban te?","07 Taxi\Can you take me to the airport, please (tae nak arch noim khnhom tov prolean yon haoh ban te).mp3","false"
"Taxi","Can you take my luggage?","តើអ្នកអាចយកអីវ៉ាន់របស់ខ្ញុំបានទេ?","tae nak arch yok eivan robos khnhom ban te?","07 Taxi\Can you take my luggage (tae nak arch yok eivan robos khnhom ban te).mp3","false"
"Taxi","Can you take my luggage?","តើអ្នកអាចជួយយកឥវ៉ាន់ខ្ញុំបានទេ?","tae nak arch chhuoy yok eivan khnhom ban te?","07 Taxi\Can you take my luggage (tae nak arch chhuoy yok eivan khnhom ban te).mp3","false"
"Taxi","Is it far from here?","តើ​វា​ឆ្ងាយ​ពី​ទីនេះ​ដែរ​ទេ?","tae​ vea​ chhngay​ pi​ tinih​ der​ te?","07 Taxi\Is it far from here (tae​ vea​ chhngay​ pi​ tinih​ der​ te).mp3","false"
"Taxi","Is it far from here?","តើវានៅឆ្ងាយពីទីនេះទេ?","tae​ vea nov​ chhngay​ pi​ tinih​ te?","07 Taxi\Is it far from here (tae​ vea nov​ chhngay​ pi​ tinih​ te).mp3","false"
"Taxi","No it's close","អត់​ទេវានៅ​ជិតនេះ","ot​ te​ vea nov chit​ nih","07 Taxi\No it's close (ot​ te​ vea nov chit​ nih).mp3","false"
"Taxi","No it's close","ទេ គឺនៅជិតនេះ","te​ keu nov chit​ nih","07 Taxi\No it's close (te​ keu nov chit​ nih).mp3","false"
"Taxi","Yes it's a little bit further away","បាទ វានៅឆ្ងាយបន្តិច","bat vea nov chhngay bantich","07 Taxi\Yes it's a little bit further away (bat vea nov chhngay bantich).mp3","false"
"Taxi","Yes it's a little bit further away","បាទ វានៅរាងឆ្ងាយបន្តិច","bat vea nov chhngay bantich","07 Taxi\Yes it's a little bit further away (bat vea nov chhngay bantich) 2.mp3","false"
"Taxi","How much will it be?","តើអស់តម្លៃប៉ុន្មាន?","tae os tlai bonman?","07 Taxi\How much will it be (tae os tlai bonman).mp3","false"
"Taxi","How much will it be?","តើវាអស់ថ្លៃប៉ុន្មានដែរ?","tae os tlai bonman deh?","07 Taxi\How much will it be (tae os tlai bonman deh).mp3","false"
"Taxi","Take me there, please","សូម​ជូន​ខ្ញុំ​ទៅ​ទីនោះ","saum​ choun​ khnhom​ tov tinoh","07 Taxi\Take me there, please (saum​ choun​ khnhom​ tov tinoh).mp3","false"
"Taxi","Take me there, please","សូមនាំខ្ញុំទៅកាន់ទីនោះ","saum​ noim​ khnhom​ tov kan tinoh","07 Taxi\Take me there, please (saum​ noim​ khnhom​ tov kan tinoh).mp3","false"
"Taxi","You go right","អ្នកទៅខាងស្តាំ","nak tov khang sdam","07 Taxi\You go right (nak tov khang sdam).mp3","false"
"Taxi","You go right","អ្នកបត់ទៅស្តាំ","nak bot tov sdam","07 Taxi\You go right (nak bot tov sdam).mp3","false"
"Taxi","You go left","អ្នកទៅខាងឆ្វេង","nak tov khang chhveng","07 Taxi\You go left (nak tov khang chhveng).mp3","false"
"Taxi","You go left","អ្នកបត់ទៅឆ្វេង","nak bot tov chhveng","07 Taxi\You go left (nak bot tov chhveng).mp3","false"
"Taxi","It's straight on","ទៅត្រង់","tov trang","07 Taxi\It's straight on (tov trang).mp3","false"
"Taxi","It's straight on","ឆ្ពោះទៅត្រង់","chpus tov trang","07 Taxi\It's straight on (chpus tov trang).mp3","false"
"Taxi","It's right here","វានៅទីនេះ","vea nov tinih","07 Taxi\It's right here (vea nov tinih).mp3","false"
"Taxi","It's that way","វាគឺផ្លូវនោះហើយ","vea keu plov noh hauy","07 Taxi\It's that way (vea keu plov noh hauy).mp3","false"
"Taxi","Stop!","ឈប់!","chhub!","07 Taxi\Stop! (chhub!).mp3","false"
"Taxi","Take your time","ចំណាយពេលអ្នកចុះ","chamnaypel nak chos","07 Taxi\Take your time (chamnaypel nak chos).mp3","false"
"Taxi","Can I have a receipt, please?","តើខ្ញុំអាចសុំវិក័យប័ត្របានទេ?","tae khnhom arch som vikai bat ban te?","07 Taxi\Can I have a receipt, please (tae khnhom arch som vikai bat ban te).mp3","false"
"Taxi","Can I have a receipt, please?","តើខ្ញុំសុំវិក័យប័ត្របានដែរទេ?","tae khnhom som vikai bat ban deh te?","07 Taxi\Can I have a receipt, please (tae khnhom som vikai bat ban deh te).mp3","false"
"Family","Do you have family here?","តើអ្នកមានគ្រួសារនៅទីនេះទេ?","tae nak mean kruosar nov tinih te?","08 Family\Do you have family here (tae nak mean kruosar nov tinih te).mp3","false"
"Family","Do you have family here?","តើអ្នកមានគ្រួសារនៅទីនេះដែរឬទេ?","tae nak mean kruosar nov tinih deh reu te?","08 Family\Do you have family here (tae nak mean kruosar nov tinih deh reu te).mp3","false"
"Family","My father","ឪពុក​ខ្ញុំ","aupouk khnhom","08 Family\My father (aupouk khnhom).mp3","false"
"Family","My mother","ម្តាយ​ខ្ញុំ","mtay khnhom","08 Family\My mother (mtay khnhom).mp3","false"
"Family","My son","កូនប្រុស​ខ្ញុំ","kaunpros khnhom","08 Family\My son (kaunpros khnhom).mp3","false"
"Family","My son","កូនប្រុសរបស់ខ្ញុំ","kaunpros robos khnhom","08 Family\My son (kaunpros robos khnhom).mp3","false"
"Family","My daughter","កូនស្រី​ខ្ញុំ","kaunsrei khnhom","08 Family\My daughter (kaunsrei khnhom).mp3","false"
"Family","My daughter","កូនស្រីរបស់ខ្ញុំ","kaunsrei robos khnhom","08 Family\My daughter (kaunsrei robos khnhom).mp3","false"
"Family","A brother","បងប្រុសម្នាក់","bang bros mneak","08 Family\A brother (bang bros mneak).mp3","false"
"Family","a sister","បងស្រីម្នាក់","bangsrei mneak","08 Family\a sister (bangsrei mneak).mp3","false"
"Family","a sister","បងប្អូនស្រីម្នាក់","bang pa oun srei mneak","08 Family\a sister (bang pa oun srei mneak).mp3","false"
"Family","a friend","មិត្តម្នាក់","mit mneak","08 Family\a friend (mit mneak).mp3","false"
"Family","a friend","មិត្តសម្លាញ់ម្នាក់","mit samlanh mneak","08 Family\a friend (mit samlanh mneak).mp3","false"
"Family","a friend","មិត្តម្នាក់","mit mneak","08 Family\a friend (mit mneak) 2.mp3","false"
"Family","a friend","មិត្តភក្តិម្នាក់","mit pheak mneak","08 Family\a friend (mit pheak mneak).mp3","false"
"Family","My boyfriend","មិត្ត​ប្រុស​ខ្ញុំ","mitt bros khnhom","08 Family\My boyfriend (mitt bros khnhom).mp3","false"
"Family","My boyfriend","មិត្តស្រីរបស់ខ្ញុំ","mitt sei robos khnhom","08 Family\My boyfriend (mitt sei robos khnhom).mp3","false"
"Family","My girlfriend","មិត្ត​ស្រី​ខ្ញុំ","mit​ srei khnhom","08 Family\My girlfriend (mit​ srei khnhom).mp3","false"
"Family","My husband","ប្តី​ខ្ញុំ","btei khnhom","08 Family\My husband (btei khnhom).mp3","false"
"Family","My husband","ប្រពន្ធរបស់ខ្ញុំ","propon robos khnhom","08 Family\My husband (propon robos khnhom).mp3","false"
"Family","My wife","ប្រពន្ធ​ខ្ញុំ","braponth khnhom","08 Family\My wife (braponth khnhom).mp3","false"
"Family","My wife","ប្តីរបស់ខ្ញុំ","btei robos khnhom","08 Family\My wife (btei robos khnhom).mp3","false"
"Feelings","I really like your country","ខ្ញុំពិតជាចូលចិត្តប្រទេសរបស់អ្នក","khnhom pitchea chaul chet brates robosa nak","09 Feelings\I really like your country (khnhom pitchea chaul chet brates robosa nak).mp3","false"
"Feelings","I really like your country","ខ្ញុំពិតជាចូលចិត្តប្រទេសអ្នកណាស់","khnhom pitchea chaul chet brates nak nas","09 Feelings\I really like your country (khnhom pitchea chaul chet brates nak nas).mp3","false"
"Feelings","I love you","ខ្ញុំ​ស្រឡាញ់​អ្នក","khnhom​ sralanh nak","09 Feelings\I love you (khnhom​ sralanh nak).mp3","false"
"Feelings","I am happy","ខ្ញុំសប្បាយចិត្ត","khnhom sabbay chet","09 Feelings\I am happy (khnhom sabbay chet).mp3","false"
"Feelings","I am happy","ខ្ញុំសប្បាយចិត្ត","khnhom sabbay chet","09 Feelings\I am happy (khnhom sabbay chet) 2.mp3","false"
"Feelings","I am sad","ខ្ញុំ​ពិបាកចិត្ត","khnhom pibak chet","09 Feelings\I am sad (khnhom pibak chet).mp3","false"
"Feelings","I am sad","ខ្ញុំព្រួយចិត្ត","khnhom broi chet","09 Feelings\I am sad (khnhom broi chet).mp3","false"
"Feelings","I feel great here","ខ្ញុំមានអារម្មណ៍ល្អណាស់នៅទីនេះ","khnhom mean arom laor nas nov tinih","09 Feelings\I feel great here (khnhom mean arom laor nas nov tinih).mp3","false"
"Feelings","I feel great here","ខ្ញុំមានអារម្មណ៍ល្អខ្លាំងណាស់នៅទីនេះ","khnhom mean arom laor klang nas nov tinih","09 Feelings\I feel great here (khnhom mean arom laor klang nas nov tinih).mp3","false"
"Feelings","I am cold","ខ្ញុំ​ផ្ដាសាយ","khnhom phdasay","09 Feelings\I am cold (khnhom phdasay).mp3","false"
"Feelings","I am cold","ខ្ញុំកើតផ្តាសាយ","khnhom keut phdasay","09 Feelings\I am cold (khnhom keut phdasay).mp3","false"
"Feelings","I am hot","ខ្ញុំក្តៅខ្លួន","khnhom ktaw kloun","09 Feelings\I am hot (khnhom ktaw kloun).mp3","false"
"Feelings","I am hot","ខ្ញុំក្តៅខ្លួនហើយ","khnhom ktaw kloun haey","09 Feelings\I am hot (khnhom ktaw kloun haey).mp3","false"
"Feelings","It's too big","វាធំពេក","vea thom pek","09 Feelings\It's too big (vea thom pek).mp3","false"
"Feelings","It's too big","វាធំខ្លាំងណាស់","vea thom klang nas","09 Feelings\It's too big (vea thom klang nas).mp3","false"
"Feelings","It's too small","វាតូចពេក","vea tauch pek","09 Feelings\It's too small (vea tauch pek).mp3","false"
"Feelings","It's too small","វាតូចខ្លាំងណាស់","vea tauch klang nas","09 Feelings\It's too small (vea tauch klang nas).mp3","false"
"Feelings","It's perfect","វា​អស្ចារ្យ​ណាស់","vea​ aschar nas","09 Feelings\It's perfect (vea​ aschar nas).mp3","false"
"Feelings","It's perfect","វាអស្ចារ្យ","vea​ aschar","09 Feelings\It's perfect (vea​ aschar).mp3","false"
"Feelings","Do you want to go out tonight?","យប់នេះចង់ចេញក្រៅទេ?","yub nih chang chenh kraw te?","09 Feelings\Do you want to go out tonight (yub nih chang chenh kraw te).mp3","false"
"Feelings","Do you want to go out tonight?","តើអ្នកចង់ចេញទៅក្រៅយប់នេះទេ?","tae nak chang chenh tov kraw yub nih te?","09 Feelings\Do you want to go out tonight (tae nak chang chenh tov kraw yub nih te).mp3","false"
"Feelings","I would like to go out tonight","ខ្ញុំចង់ចេញទៅក្រៅយប់នេះ","khnhom chang chenh tow kraw yub nih","09 Feelings\I would like to go out tonight (khnhom chang chenh tow kraw yub nih).mp3","false"
"Feelings","I would like to go out tonight","ខ្ញុំចង់ចេញទៅក្រៅនៅយប់នេះ","khnhom chang chenh tow kraw nov yub nih","09 Feelings\I would like to go out tonight (khnhom chang chenh tow kraw nov yub nih).mp3","false"
"Feelings","It is a good idea","វាគឺជាគំនិតដ៏ល្អមួយ","vea keuchea kumnit dor laor muoy","09 Feelings\It is a good idea (vea keuchea kumnit dor laor muoy).mp3","false"
"Feelings","It is a good idea","វាគឺជាគំនិតល្អ","vea keuchea kumnit laor","09 Feelings\It is a good idea (vea keuchea kumnit laor).mp3","false"
"Feelings","I want to have fun","ខ្ញុំចង់មានភាពសប្បាយរីករាយ","khnhom chang mean pheap sabbay riekreay","09 Feelings\I want to have fun (khnhom chang mean pheap sabbay riekreay).mp3","false"
"Feelings","I want to have fun","ខ្ញុំចង់សប្បាយ","khnhom chang sabbay","09 Feelings\I want to have fun (khnhom chang sabbay).mp3","false"
"Feelings","It is not a good idea","វាមិនមែនជាគំនិតល្អទេ","vea minmen chea kumnit laor te","09 Feelings\It is not a good idea (vea minmen chea kumnit laor te).mp3","false"
"Feelings","It is not a good idea","វាមិនមែនជាគំនិតល្អនោះទេ","vea minmen chea kumnit laor nus te","09 Feelings\It is not a good idea (vea minmen chea kumnit laor nus te).mp3","false"
"Feelings","I don't want to go out tonight","ខ្ញុំ​មិន​ចង់​ចេញ​ក្រៅ​យប់​នេះ​ទេ","khnhom​ min​ chang​ chenh​ kraw​ yub​ nih​ te","09 Feelings\I don't want to go out tonight (khnhom​ min​ chang​ chenh​ kraw​ yub​ nih​ te).mp3","false"
"Feelings","I don't want to go out tonight","ខ្ញុំមិនចង់ចេញទៅក្រៅនៅយប់នេះទេ","khnhom​ min​ chang​ chenh​ tov kraw​ nov yub​ nih​ te","09 Feelings\I don't want to go out tonight (khnhom​ min​ chang​ chenh​ tov kraw​ nov yub​ nih​ te).mp3","false"
"Feelings","I want to rest","ខ្ញុំចង់សម្រាក","khnhom chang samrak","09 Feelings\I want to rest (khnhom chang samrak).mp3","false"
"Feelings","Would you like to do some sport?","តើអ្នកចង់លេងកីឡាខ្លះទេ?","tae nak chang leng keila khlash te?","09 Feelings\Would you like to do some sport (tae nak chang leng keila khlash te).mp3","false"
"Feelings","Would you like to do some sport?","តើអ្នកចង់លេងកីឡាខ្លះទេ?","tae nak chang leng keila khlash te?","09 Feelings\Would you like to do some sport (tae nak chang leng keila khlash te) 2.mp3","false"
"Feelings","Yes, I need to blow off some steam!","បាទ ខ្ញុំត្រូវការសម្រាក","bat khnhom trauvkar samrak","09 Feelings\Yes, I need to blow off some steam! (bat khnhom trauvkar samrak).mp3","false"
"Feelings","Yes, I need to blow off some steam!","ចាស ខ្ញុំត្រូវការសម្រាក","chars khnhom trauvkar samrak","09 Feelings\Yes, I need to blow off some steam! (chars khnhom trauvkar samrak).mp3","false"
"Feelings","I play tennis","ខ្ញុំលេងកីឡាវាយកូនបាល់","khnhom leng keila veay kaun bal","09 Feelings\I play tennis (khnhom leng keila veay kaun bal).mp3","false"
"Feelings","I play tennis","ខ្ញុំលេងតេនីស","khnhom leng tenis","09 Feelings\I play tennis (khnhom leng tenis).mp3","false"
"Feelings","No thanks. I am tired already","មិនអី​ទេ​អរគុណ។ ខ្ញុំនឿយហត់ហើយ។","min ey te​ arkun​ khnhom nuey hot haey","09 Feelings\No thanks. I am tired already (min ey te​ arkun​ khnhom nuey hot haey).mp3","false"
"Feelings","No thanks. I am tired already","អត់ទេ អរគុណ។ ខ្ញុំហត់ហើយ","ot te​ arkun​ khnhom hot haey","09 Feelings\No thanks. I am tired already (ot te​ arkun​ khnhom hot haey).mp3","false"
"Bar","The bar","ឌឹបារ","dae bar","10 Bar\The bar (dae bar).mp3","false"
"Bar","Would you like to have a drink?","តើអ្នកចង់ញ៉ាំភេសជ្ជៈទេ?","tae nak chang nham pheisacheak te?","10 Bar\Would you like to have a drink (tae nak chang nham pheisacheak te).mp3","false"
"Bar","Would you like to have a drink?","តើអ្នកចង់ពិសារភេសជ្ជៈទេ?","tae nak chang pisa pheisacheak te?","10 Bar\Would you like to have a drink (tae nak chang pisa pheisacheak te).mp3","false"
"Bar","To drink","ញ៉ាំ","nham","10 Bar\To drink (nham).mp3","false"
"Bar","To drink","ផឹក","phoeuk","10 Bar\To drink (phoeuk).mp3","false"
"Bar","Glass","កញ្ចក់","kanhchok","10 Bar\Glass (kanhchok).mp3","false"
"Bar","With pleasure","ដោយ​រីករាយ","daoy​ rikreay","10 Bar\With pleasure (daoy​ rikreay).mp3","false"
"Bar","What would you like?","តើ​អ្នក​ចូលចិត្ត​អ្វីដែរ?","tae​ nak​ chaulchet​ avei​ deh?","10 Bar\What would you like (tae​ nak​ chaulchet​ avei​ deh).mp3","false"
"Bar","What’s there to drink?","តើមានអ្វីផ្តល់ជូន?","tae mean avei phdol choun?","10 Bar\What’s there to drink (tae mean avei phdol choun).mp3","false"
"Bar","What’s there to drink?","តើមានផ្តល់ជូនអ្វីខ្លះ?","tae mean phdol choun avei klas?","10 Bar\What’s there to drink (tae mean phdol choun avei klas).mp3","false"
"Bar","There is water or fruit juices","មានទឹក ឬទឹកផ្លែឈើ","mean teuk rey teuk phleh chheu","10 Bar\There is water or fruit juices (mean teuk rey teuk phleh chheu).mp3","false"
"Bar","Water","ទឹក","teuk","10 Bar\Water (teuk).mp3","false"
"Bar","Can you add some ice cubes, please?","តើអ្នកអាចថែមដុំទឹកកកខ្លះបានទេ?","tae nak arch them domteukak klas ban te?","10 Bar\Can you add some ice cubes, please (tae nak arch them domteukak klas ban te).mp3","false"
"Bar","Can you add some ice cubes, please?","សូមថែមដុំទឹកកកខ្លះផងបានទេ?","saum them domteukak klas phong ban te?","10 Bar\Can you add some ice cubes, please (saum them domteukak klas phong ban te).mp3","false"
"Bar","Ice cubes","ដុំទឹកកក","domteukak","10 Bar\Ice cubes (domteukak).mp3","false"
"Bar","Chocolate","សូកូឡា","saukaula","10 Bar\Chocolate (saukaula).mp3","false"
"Bar","Milk","ទឹកដោះគោ","teukdohko","10 Bar\Milk (teukdohko).mp3","false"
"Bar","Tea","តែ","teh","10 Bar\Tea (teh).mp3","false"
"Bar","Coffee","កាហ្វេ","kahve","10 Bar\Coffee (kahve).mp3","false"
"Bar","With sugar","ជាមួយស្ករ","cheamuoy skar","10 Bar\With sugar (cheamuoy skar).mp3","false"
"Bar","With cream","ជាមួយក្រែម","cheamuoy kraem","10 Bar\With cream (cheamuoy kraem).mp3","false"
"Bar","Wine","ស្រា","sra","10 Bar\Wine (sra).mp3","false"
"Bar","Beer","ស្រាបៀរ","sra bier","10 Bar\Beer (sra bier).mp3","false"
"Bar","A tea please","សុំតែមួយ","som the muoy","10 Bar\A tea please (som the muoy).mp3","false"
"Bar","A beer please","សុំស្រាបៀរមួយ","saum srabier muoy","10 Bar\A beer please (saum srabier muoy).mp3","false"
"Bar","A beer please","សុំស្រាបៀរមួយកំប៉ុង","saum srabier muoy kampong","10 Bar\A beer please (saum srabier muoy kampong).mp3","false"
"Bar","What would you like to drink?","តើអ្នកចង់ផឹកអ្វីដែរ?","tae nak chang phoek avei deh?","10 Bar\What would you like to drink (tae nak chang phoek avei deh).mp3","false"
"Bar","What would you like to drink?","តើអ្នកចង់ញ៉ាំភេសជ្ជៈអ្វី?","tae nak chang nham phesacheak avei?","10 Bar\What would you like to drink (tae nak chang nham phesacheak avei).mp3","false"
"Bar","Two teas please!","សុំទឹកតែពីរកែវ!","saum teuk teh pir!","10 Bar\Two teas please! (saum teuk teh pir!).mp3","false"
"Bar","Two teas please!","សុំតែពីរកែរ!","saum teh pir keo!","10 Bar\Two teas please! (saum teh pir keo!).mp3","false"
"Bar","Two beers please!","សុំស្រាបៀរពីរកំប៉ុង!","saum srabier pir​ kampong!","10 Bar\Two beers please! (saum srabier pir​ kampong!).mp3","false"
"Bar","Two beers please!","សុំស្រាបៀរពីរកែវ!","saum srabier pir​ keo!","10 Bar\Two beers please! (saum srabier pir​ keo!).mp3","false"
"Bar","Nothing, thanks","ទេ អរគុណ","te arkun","10 Bar\Nothing, thanks (te arkun).mp3","false"
"Bar","Nothing, thanks","អត់ទេ អរគុណ","ot te arkun","10 Bar\Nothing, thanks (ot te arkun).mp3","false"
"Bar","Cheers!","ជល់មួយ!","chhul muoy!","10 Bar\Cheers! (chhul muoy!).mp3","false"
"Bar","Cheers!","លើកមួយ!","leuk muoy!","10 Bar\Cheers! (leuk muoy!).mp3","false"
"Bar","Cheers!","ជល់មួយ!","chhul muoy!","10 Bar\Cheers! (chhul muoy!) 2.mp3","false"
"Bar","Can we have the bill please?","សុំគិតលុយបានទេ?","saum kit luy ban te?","10 Bar\Can we have the bill please (saum kit luy ban te).mp3","false"
"Bar","Can we have the bill please?","សុំជួយគិតលុយផងបានទេ?","saum chhuoy kit luy phong ban te?","10 Bar\Can we have the bill please (saum chhuoy kit luy phong ban te).mp3","false"
"Bar","Excuse me, how much do I owe?","សុំទោស តើខ្ញុំនៅជំពាក់ប៉ុន្មាន?","somtos tae khnhom nov chumpeak bonman?","10 Bar\Excuse me, how much do I owe (somtos tae khnhom nov chumpeak bonman).mp3","false"
"Bar","Excuse me, how much do I owe?","សុំទោស តើខ្ញុំជំពាក់ប៉ុន្មានដែរ?","somtos tae khnhom chumpeak bonman deh?","10 Bar\Excuse me, how much do I owe (somtos tae khnhom chumpeak bonman deh).mp3","false"
"Bar","It's on me","ខ្ញុំជាអ្នកចេញលុយ","khnhom chea nak chenh luy","10 Bar\It's on me (khnhom chea nak chenh luy).mp3","false"
"Bar","It's on me","ខ្ញុំអ្នកប៉ាវ","khnhom nak pao","10 Bar\It's on me (khnhom nak pao).mp3","false"
"Restaurant","The restaurant","ភោជនីយដ្ឋាន","phochniedthan","11 Restaurant\The restaurant (phochniedthan).mp3","false"
"Restaurant","Would you like to eat?","តើអ្នកចង់ញ៉ាំទេ?","tae nak chang nham te?","11 Restaurant\Would you like to eat (tae nak chang nham te).mp3","false"
"Restaurant","Would you like to eat?","តើអ្នកចង់ញ៉ាំអីទេ?","tae nak chang nham avei te?","11 Restaurant\Would you like to eat (tae nak chang nham avei te).mp3","false"
"Restaurant","Yes, with pleasure","បាទ ដោយរីករាយ","bat daoy riekreay","11 Restaurant\Yes, with pleasure (bat daoy riekreay).mp3","false"
