"Category","English","Khmer","Phonetic","AudioFile","Visible"
"Restaurant","Yes, with pleasure","ចាស តាមសប្បាយ","chars tam sabay","11 Restaurant\Yes, with pleasure (chars tam sabay).mp3","false"
"Restaurant","To eat","ញ៉ាំ","nham","11 Restaurant\To eat (nham).mp3","false"
"Restaurant","To eat","ទទួលទាន","tortuol tean","11 Restaurant\To eat (tortuol tean).mp3","false"
"Restaurant","Where can we eat?","តើយើងអាចញ៉ាំអីនៅឯណា?","tae yeung arch nham ey nov ena?","11 Restaurant\Where can we eat (tae yeung arch nham ey nov ena).mp3","false"
"Restaurant","Where can we eat?","តើយើងអាចញ៉ាំអីនៅកន្លែងណា?","tae yeung arch nham ey nov kanleng na?","11 Restaurant\Where can we eat (tae yeung arch nham ey nov kanleng na).mp3","false"
"Restaurant","Where can we have lunch?","តើយើងអាចញ៉ាំអាហារថ្ងៃត្រង់នៅឯណា?","tae yeung arch nham ahar thngaitrang nov ena?","11 Restaurant\Where can we have lunch (tae yeung arch nham ahar thngaitrang nov ena).mp3","false"
"Restaurant","Where can we have lunch?","តើយើងអាចញ៉ាំអាហារថ្ងៃត្រង់នៅកន្លែងណា?","tae yeung arch nham ahar thngaitrang nov kanleng na?","11 Restaurant\Where can we have lunch (tae yeung arch nham ahar thngaitrang nov kanleng na).mp3","false"
"Restaurant","Dinner","អាហារ​ល្ងាច","ahar ngeach","11 Restaurant\Dinner (ahar ngeach).mp3","false"
"Restaurant","Dinner","អាហារពេលល្ងាច","ahar pel ngeach","11 Restaurant\Dinner (ahar pel ngeach).mp3","false"
"Restaurant","Breakfast","អាហារព្រឹក","ahar preuk","11 Restaurant\Breakfast (ahar preuk).mp3","false"
"Restaurant","Breakfast","អាហារពេលព្រឹក","ahar pel preuk","11 Restaurant\Breakfast (ahar pel preuk).mp3","false"
"Restaurant","Excuse me !","សុំអភ័យទោស!","saum aphey tos!","11 Restaurant\Excuse me ! (saum aphey tos!).mp3","false"
"Restaurant","Excuse me !","អត់ទោស!","ottos!","11 Restaurant\Excuse me ! (ottos!).mp3","false"
"Restaurant","The menu, please","សុំមុខម្ហូប","saum mokmhoub","11 Restaurant\The menu, please (saum mokmhoub).mp3","false"
"Restaurant","The menu, please","សុំម៉ឺនុយ","saum menu","11 Restaurant\The menu, please (saum menu).mp3","false"
"Restaurant","Here is the menu","នេះគឺជាមុខម្ហូប","nih keuchea mokmhoub","11 Restaurant\Here is the menu (nih keuchea mokmhoub).mp3","false"
"Restaurant","Here is the menu","នេះគឺជាម៉ឺនុយ","nih keuchea menu","11 Restaurant\Here is the menu (nih keuchea menu).mp3","false"
"Restaurant","What do you prefer to eat? Meat or fish?","តើអ្នកចូលចិត្តញ៉ាំអ្វី? សាច់ ឬត្រី?","tae nak chaulchet nham avei? sach reu trei?","11 Restaurant\What do you prefer to eat Meat or fish (tae nak chaulchet nham avei sach reu trei).mp3","false"
"Restaurant","What do you prefer to eat? Meat or fish?","តើអ្នកចូលចិត្តញ៉ាំអ្វីដែរ? សាច់ ឬត្រី?","tae nak chaulchet nham avei deh? sach reu trei?","11 Restaurant\What do you prefer to eat Meat or fish (tae nak chaulchet nham avei deh sach reu trei).mp3","false"
"Restaurant","With rice","ជាមួយបាយ","cheamuoy bye","11 Restaurant\With rice (cheamuoy bye).mp3","false"
"Restaurant","With pasta","ជាមួយប៉ាស្តា","cheamuoy pasta","11 Restaurant\With pasta (cheamuoy pasta).mp3","false"
"Restaurant","Potatoes","ដំឡូងបារាំង","damlaung barang","11 Restaurant\Potatoes (damlaung barang).mp3","false"
"Restaurant","Vegetables","បន្លែ","banle","11 Restaurant\Vegetables (banle).mp3","false"
"Restaurant","Scrambled eggs - fried eggs - or a boiled egg","ស៊ុតចៀនក្រឡុក - ស៊ុតចៀន - ឬស៊ុតស្ងោរ","saout chien krolok - saout chien - reu saout sngor","11 Restaurant\Scrambled eggs - fried eggs - or a boiled egg (saout chien krolok - saout chien - reu saout sngor).mp3","false"
"Restaurant","Bread","នំបុ័ង","nompang","11 Restaurant\Bread (nompang).mp3","false"
"Restaurant","Butter","ប៊ឺ","beu","11 Restaurant\Butter (beu).mp3","false"
"Restaurant","Salad","សាឡាត់","salat","11 Restaurant\Salad (salat).mp3","false"
"Restaurant","Dessert","បង្អែម","bang aem","11 Restaurant\Dessert (bang aem).mp3","false"
"Restaurant","Fruit","ផ្លែឈើ","phle chheu","11 Restaurant\Fruit (phle chheu).mp3","false"
"Restaurant","Can I have a knife, please?","ខ្ញុំសុំកាំបិតបានទេ?","khnhom som kambet ban te?","11 Restaurant\Can I have a knife, please (khnhom som kambet ban te).mp3","false"
"Restaurant","Yes, I'll bring it to you right away","បាទ ខ្ញុំ​នឹង​យក​មក​ជូន​អ្នក​ភ្លាម","bat khnhom​ neung​ yok​ chhoun​ nak phleam","11 Restaurant\Yes, I'll bring it to you right away (bat khnhom​ neung​ yok​ chhoun​ nak phleam).mp3","false"
"Restaurant","Yes, I'll bring it to you right away","ចាស ខ្ញុំនឹងយកជូនភ្លាម","chars khnhom​ neung​ yok​ chhoun​ phleam","11 Restaurant\Yes, I'll bring it to you right away (chars khnhom​ neung​ yok​ chhoun​ phleam).mp3","false"
"Restaurant","a knife","កាំបិត​មួយ","kambet muoy","11 Restaurant\a knife (kambet muoy).mp3","false"
"Restaurant","a fork","សមមួយ","sam muoy","11 Restaurant\a fork (sam muoy).mp3","false"
"Restaurant","a spoon","ស្លាបព្រា​មួយ","slab prea muoy","11 Restaurant\a spoon (slab prea muoy).mp3","false"
"Restaurant","Is it a warm dish?","តើវាជាម្ហូបក្តៅ?","tae vea chea mhoub ktaw?","11 Restaurant\Is it a warm dish (tae vea chea mhoub ktaw).mp3","false"
"Restaurant","Is it a warm dish?","តើវាជាមុខម្ហូបក្តៅ?","tae vea chea muk mhoub ktaw?","11 Restaurant\Is it a warm dish (tae vea chea muk mhoub ktaw).mp3","false"
"Restaurant","Yes, and very spicy too!","មែនហើយ ពិតជាក្តៅណាស់!","menhaey pit chea ktaw nas!","11 Restaurant\Yes, and very spicy too! (menhaey pit chea ktaw nas!).mp3","false"
"Restaurant","Yes, and very spicy too!","មែនហើយ ក្តៅណាស់!","menhaey ktaw nas!","11 Restaurant\Yes, and very spicy too! (menhaey ktaw nas!).mp3","false"
"Restaurant","Warm","ក្តៅឧណ្ឌៗ","ktaw un un","11 Restaurant\Warm (ktaw un un).mp3","false"
"Restaurant","Warm","ក្តៅល្មម","ktaw lmorm","11 Restaurant\Warm (ktaw lmorm).mp3","false"
"Restaurant","Cold","ត្រជាក់","tracheak","11 Restaurant\Cold (tracheak).mp3","false"
"Restaurant","Hot","ក្តៅ","ktaw","11 Restaurant\Hot (ktaw).mp3","false"
"Restaurant","I'll have fish","ខ្ញុំញ៉ាំត្រី","khnhom nham trei","11 Restaurant\I'll have fish (khnhom nham trei).mp3","false"
"Restaurant","Me too","ខ្ញុំក៏អញ្ចឹងដែរ","khnhom kor anh choeung deh","11 Restaurant\Me too (khnhom kor anh choeung deh).mp3","false"
"Parting","It's late, I have to go!","យឺតហើយ ខ្ញុំត្រូវទៅ!","yeut haey khnhom trauv tow!","12 Parting\It's late, I have to go! (yeut haey khnhom trauv tow!).mp3","false"
"Parting","Shall we meet again?","តើយើងនឹងជួបគ្នាម្តងទៀតទេ?","tae yeung neung chuob knea mtong tiet te?","12 Parting\Shall we meet again (tae yeung neung chuob knea mtong tiet te).mp3","false"
"Parting","Shall we meet again?","តើយើងនឹងជួបគ្នាទៀតទេ?","tae yeung neung chuob knea tiet te?","12 Parting\Shall we meet again (tae yeung neung chuob knea tiet te).mp3","false"
"Parting","Yes with pleasure","ចាស ដោយរីករាយ","chars daoy riekreay","12 Parting\Yes with pleasure (chars daoy riekreay).mp3","false"
"Parting","Yes with pleasure","បាទ ដោយរីករាយ","bat daoy riekreay","12 Parting\Yes with pleasure (bat daoy riekreay).mp3","false"
"Parting","I live at this address","នេះជាអាសយដ្ឋានរបស់ខ្ញុំ","nih chea asai dthan robos khnhom","12 Parting\I live at this address (nih chea asai dthan robos khnhom).mp3","false"
"Parting","I live at this address","នេះគឺអាសយដ្ឋានខ្ញុំ","nih keu asai dthan khnhom","12 Parting\I live at this address (nih keu asai dthan khnhom).mp3","false"
"Parting","Do you have a phone number?","តើអ្នកមានលេខទូរស័ព្ទទេ?","tae nak mean lek tourasap te?","12 Parting\Do you have a phone number (tae nak mean lek tourasap te).mp3","false"
"Parting","Do you have a phone number?","តើអ្នកមានលេខទូរស័ព្ទដែរឬទេ?","tae nak mean lek tourasap deh reu te?","12 Parting\Do you have a phone number (tae nak mean lek tourasap deh reu te).mp3","false"
"Parting","Yes, here you go","បាទ នេះលេខ","bat nih lek","12 Parting\Yes, here you go (bat nih lek).mp3","false"
"Parting","Yes, here you go","ចាស នេះជាលេខខ្ញុំ","chars nih chea lek khnhom","12 Parting\Yes, here you go (chars nih chea lek khnhom).mp3","false"
"Parting","I had a lovely time","ខ្ញុំ​មាន​ពេល​ល្អណាស់","khnhom​ mean​ pel​​ laor nas","12 Parting\I had a lovely time (khnhom​ mean​ pel​​ laor nas).mp3","false"
"Parting","I had a lovely time","ខ្ញុំមានពេលវេលាល្អណាស់","khnhom​ mean​ pel​ velea​ laor nas","12 Parting\I had a lovely time (khnhom​ mean​ pel​ velea​ laor nas).mp3","false"
"Parting","Me too, it was a pleasure to meet you","ខ្ញុំក៏អញ្ចឹងដែរ រីករាយដែលបានជួបអ្នក","khnhom ka anh chheoung deh riekriey del ban chuob nak","12 Parting\Me too, it was a pleasure to meet you (khnhom ka anh chheoung deh riekriey del ban chuob nak).mp3","false"
"Parting","Me too, it was a pleasure to meet you","ខ្ញុំក៏អញ្ចឹងដែរ រីករាយបានជួយអ្នក","khnhom ka anh chheoung deh riekriey ban chuob nak","12 Parting\Me too, it was a pleasure to meet you (khnhom ka anh chheoung deh riekriey ban chuob nak).mp3","false"
"Parting","We will see each other soon","យើងនឹងជួបគ្នាឆាប់ៗនេះ","yeung neung chuob knea chab chab nih","12 Parting\We will see each other soon (yeung neung chuob knea chab chab nih).mp3","false"
"Parting","We will see each other soon","យើងនឹងជួបគ្នាទៀតឆាប់ៗ","yeung neung chuob knea tiet chab chab","12 Parting\We will see each other soon (yeung neung chuob knea tiet chab chab).mp3","false"
"Parting","I hope so too","ខ្ញុំក៏សង្ឃឹមអញ្ចឹងដែរ","khnhom ka sangkheum anh cheung deh","12 Parting\I hope so too (khnhom ka sangkheum anh cheung deh).mp3","false"
"Parting","I hope so too","ខ្ញុំក៏សង្ឃឹមថាដូច្នោះដែរ","khnhom ka sangkheum tha doch chnos deh","12 Parting\I hope so too (khnhom ka sangkheum tha doch chnos deh).mp3","false"
"Parting","Goodbye","លាសិនហើយ","lea sen haey","12 Parting\Goodbye (lea sen haey).mp3","false"
"Parting","Goodbye","លាហើយ","lea haey","12 Parting\Goodbye (lea haey).mp3","false"
"Parting","See you tomorrow","ស្អែក​ជួប​គ្នា","saek​ chuob​ knea","12 Parting\See you tomorrow (saek​ chuob​ knea).mp3","false"
"Parting","See you tomorrow","ជួបគ្នាថ្ងៃស្អែក","chuob​ knea thngai saek","12 Parting\See you tomorrow (chuob​ knea thngai saek).mp3","false"
"Parting","Bye!","លាហើយ!","lea haey!","12 Parting\Bye! (lea haey!).mp3","false"
"Transportation","Excuse me! I'm looking for the bus stop","សុំទោស! ខ្ញុំកំពុងស្វែងរកចំណតឡានក្រុង","somtos! khnhom kampoung svengork chamnort larn krong","13 Transportation\Excuse me! I'm looking for the bus stop (somtos! khnhom kampoung svengork chamnort larn krong).mp3","false"
"Transportation","Excuse me! I'm looking for the bus stop","សុំទោស ខ្ញុំកំពុងតែស្វែងរកចំណតរថយន្តក្រុង","somtos! khnhom kampoung teh svengork chamnort ratyon krong","13 Transportation\Excuse me! I'm looking for the bus stop (somtos! khnhom kampoung teh svengork chamnort ratyon krong).mp3","false"
"Transportation","How much is a ticket to Sun City?","សំបុត្រទៅ Sun City តម្លៃប៉ុន្មាន?","sambot tov Sun City dtamlai bonman?","13 Transportation\How much is a ticket to Sun City (sambot tov Sun City dtamlai bonman).mp3","false"
"Transportation","How much is a ticket to Sun City?","តើសំបុត្រទៅ Sun City ថ្លៃប៉ុន្មានដែរ?","tae sambot tov Sun City tlai bonman deh?","13 Transportation\How much is a ticket to Sun City (tae sambot tov Sun City tlai bonman deh).mp3","false"
"Transportation","Where does this train go, please?","តើរថភ្លើងនេះទៅណាដែរ?","tae roth phleung nih tov na deh?","13 Transportation\Where does this train go, please (tae roth phleung nih tov na deh).mp3","false"
"Transportation","Where does this train go, please?","តើរថភ្លើងនេះទៅកន្លែងណាដែរ?","tae roth phleung nih tov kanleng na deh?","13 Transportation\Where does this train go, please (tae roth phleung nih tov kanleng na deh).mp3","false"
"Transportation","Does this train stop at Sun City?","តើរថភ្លើងនេះឈប់នៅ Sun City មែនទេ?","tae roth phleung nih chhub nov Sun City mante?","13 Transportation\Does this train stop at Sun City (tae roth phleung nih chhub nov Sun City mante).mp3","false"
"Transportation","When does the train for Sun City leave?","តើរថភ្លើងទៅ Sun City ចេញនៅពេលណា?","tae roth phleung tov Sun City chenh nov pel na?","13 Transportation\When does the train for Sun City leave (tae roth phleung tov Sun City chenh nov pel na).mp3","false"
"Transportation","When does the train for Sun City leave?","តើរថភ្លើងទៅ Sun City ចេញពេលណាដែរ?","tae roth phleung tov Sun City chenh pel na deh?","13 Transportation\When does the train for Sun City leave (tae roth phleung tov Sun City chenh pel na deh).mp3","false"
"Transportation","When does the train to the City of the Sun arrive?","តើ​រថភ្លើង​នេះ​មក​ដល់​ Sun City នៅ​ពេល​ណា?","tae​ roth phleung​ nih​ mok​ dol Sun City nov​ pel​ na?","13 Transportation\When does the train to the City of the Sun arrive (tae​ roth phleung​ nih​ mok​ dol Sun City nov​ pel​ na).mp3","false"
"Transportation","When does the train to the City of the Sun arrive?","តើរថភ្លើងនេះមកដល់ Sun City ពេលណាដែរ?","tae​ roth phleung​ nih​ mok​ dol Sun City pel​ na deh?","13 Transportation\When does the train to the City of the Sun arrive (tae​ roth phleung​ nih​ mok​ dol Sun City pel​ na deh).mp3","false"
"Transportation","A ticket for Sun City, please","សុំសំបុត្រសម្រាប់ Sun City មួយ","som sombot samrab Sun City muoy","13 Transportation\A ticket for Sun City, please (som sombot samrab Sun City muoy).mp3","false"
"Transportation","A ticket for Sun City, please","សុំសំបុត្រទៅ Sun City មួយ","som sombot tov Sun City muoy","13 Transportation\A ticket for Sun City, please (som sombot tov Sun City muoy).mp3","false"
"Transportation","Do you have the train's time table?","តើអ្នកមានតារាងម៉ោងរថភ្លើងចេញទេ?","tae nak mean tarang maong roth phleung chenh te?","13 Transportation\Do you have the train's time table (tae nak mean tarang maong roth phleung chenh te).mp3","false"
"Transportation","Thanks","សូមអរគុណ","saum arkun","13 Transportation\Thanks (saum arkun).mp3","false"
"Transportation","Do you have the train's time table?","តើអ្នកមានតារាងពេលវេលារថភ្លើងចេញទេ?","tae nak mean tarang pel velea roth phleung chenh te?","13 Transportation\Do you have the train's time table (tae nak mean tarang pel velea roth phleung chenh te).mp3","false"
"Transportation","Thanks","អរគុណ","arkun","13 Transportation\Thanks (arkun).mp3","false"
"Transportation","Bus schedule","កាលវិភាគឡានក្រុង","kalvipheak lan krong","13 Transportation\Bus schedule (kalvipheak lan krong).mp3","false"
"Transportation","Bus schedule","កាលវិភាគរថយន្តក្រុង","kalvipheak atyon krong","13 Transportation\Bus schedule (kalvipheak atyon krong).mp3","false"
"Transportation","Excuse me, which train goes to Sun City?","សុំទោស តើរថភ្លើងមួយណាទៅ Sun City?","somtos tae roth phleung muoy na tov Sun City?","13 Transportation\Excuse me, which train goes to Sun City (somtos tae roth phleung muoy na tov Sun City).mp3","false"
"Transportation","Excuse me, which train goes to Sun City?","សុំទោស តើរថភ្លើងណាមួយទៅ Sun City?","somtos tae roth phleung na muoy tov Sun City?","13 Transportation\Excuse me, which train goes to Sun City (somtos tae roth phleung na muoy tov Sun City).mp3","false"
"Transportation","It’s that one","មួយ​នេះ","muoy nih","13 Transportation\It’s that one (muoy nih).mp3","false"
"Transportation","It’s that one","គឺមួយនេះ","keu muoy nih","13 Transportation\It’s that one (keu muoy nih).mp3","false"
"Transportation","Don't mention it, have a good trip!","កុំរំលឹកអី សូមធ្វើដំណើរដោយរីករាយ!","kom rumleuk ei saum thveudamnaer doy riekriey!","13 Transportation\Don't mention it, have a good trip! (kom rumleuk ei saum thveudamnaer doy riekriey!).mp3","false"
"Transportation","Don't mention it, have a good trip!","មិនបាច់និយាយទេ សូមធ្វើដំណើរឲ្យបានសុខ!","minbach niyeay te saum thveudamnaer oy ban sok!","13 Transportation\Don't mention it, have a good trip! (minbach niyeay te saum thveudamnaer oy ban sok!).mp3","false"
"Transportation","The garage","យានដ្ឋាន","yean dthan","13 Transportation\The garage (yean dthan).mp3","false"
"Transportation","The petrol station","ស្ថានីយ៍ប្រេងឥន្ធនៈ","stha ni breng enthaneak","13 Transportation\The petrol station (stha ni breng enthaneak).mp3","false"
"Transportation","A full tank, please","សូមចាក់មួយពេញ","saum chak muoy penh","13 Transportation\A full tank, please (saum chak muoy penh).mp3","false"
"Transportation","A full tank, please","សុំមួយពេញធុង","saum muoy penh thung","13 Transportation\A full tank, please (saum muoy penh thung).mp3","false"
"Transportation","Bike","កង់","kang","13 Transportation\Bike (kang).mp3","false"
"Transportation","Town centre","កណ្តាលក្រុង","kandal krong","13 Transportation\Town centre (kandal krong).mp3","false"
"Transportation","Town centre","កណ្តាលទីក្រុង","kandal tikrong","13 Transportation\Town centre (kandal tikrong).mp3","false"
"Transportation","Suburb","ជាយក្រុង","cheay krong","13 Transportation\Suburb (cheay krong).mp3","false"
"Transportation","Suburb","ជាយទីក្រុង","cheay tikrong","13 Transportation\Suburb (cheay tikrong).mp3","false"
"Transportation","It's a big city","វាជាទីក្រុងមួយ","vea chea tikrong muoy","13 Transportation\It's a big city (vea chea tikrong muoy).mp3","false"
"Transportation","It's a big city","វាគឺជាក្រុងមួយ","vea keu chea krong muoy","13 Transportation\It's a big city (vea keu chea krong muoy).mp3","false"
"Transportation","It is a village","វាជាភូមិមួយ","vea chea phoum muoy","13 Transportation\It is a village (vea chea phoum muoy).mp3","false"
"Transportation","A mountain","ភ្នំ​មួយ","phnom muoy","13 Transportation\A mountain (phnom muoy).mp3","false"
"Transportation","a lake","បឹង​មួយ","boeng muoy","13 Transportation\a lake (boeng muoy).mp3","false"
"Transportation","The countryside","ជនបទ","chon both","13 Transportation\The countryside (chon both).mp3","false"
"Hotel","The hotel","សណ្ឋាគារ","santhakia","14 Hotel\The hotel (santhakia).mp3","false"
"Hotel","Apartment","ផ្ទះល្វែង","phteah lveng","14 Hotel\Apartment (phteah lveng).mp3","false"
"Hotel","Welcome!","សូមស្វាគមន៍!","saum svakum!","14 Hotel\Welcome! (saum svakum!).mp3","false"
"Hotel","Welcome!","ស្វាគមន៍!","svakum!","14 Hotel\Welcome! (svakum!).mp3","false"
"Hotel","Do you have a room available?","តើអ្នកមានបន្ទប់ទំនេរទេ?","tae nak mean bantub tumner te?","14 Hotel\Do you have a room available (tae nak mean bantub tumner te).mp3","false"
"Hotel","Do you have a room available?","តើមានបន្ទប់នៅសល់ទេ?","tae mean bantub nov sal te?","14 Hotel\Do you have a room available (tae mean bantub nov sal te).mp3","false"
"Hotel","Is there a bathroom in the room?","តើមានបន្ទប់ទឹកនៅក្នុងបន្ទប់ទេ?","tae mean bantubteuk nov knong bantub te?","14 Hotel\Is there a bathroom in the room (tae mean bantubteuk nov knong bantub te).mp3","false"
"Hotel","Is there a bathroom in the room?","តើមានបន្ទប់ទឹកក្នុងបន្ទប់ទេ?","tae mean bantubteuk knong bantub te?","14 Hotel\Is there a bathroom in the room (tae mean bantubteuk knong bantub te).mp3","false"
"Hotel","Would you prefer two single beds?","តើអ្នកចង់បានគ្រែគេងពីរក្នុងបន្ទប់តែមួយទេ?","tae nak chang ban kreh keng pir nov knong bantub temuoy te?","14 Hotel\Would you prefer two single beds (tae nak chang ban kreh keng pir nov knong bantub temuoy te).mp3","false"
"Hotel","Do you wish to have a twin room?","តើអ្នកចង់បានបន្ទប់ភ្លោះទេ?","tae nak chang ban bantub phluh te?","14 Hotel\Do you wish to have a twin room (tae nak chang ban bantub phluh te).mp3","false"
"Hotel","Do you wish to have a twin room?","តើអ្នកចង់មានបន្ទប់ពីរទេ?","tae nak chang man bantub pir te?","14 Hotel\Do you wish to have a twin room (tae nak chang man bantub pir te).mp3","false"
"Hotel","A room with bathtub - with balcony - with shower","បន្ទប់មួយមានអាងងូតទឹក - មានយ៉រ - កន្លែងងូតទឹកផ្កាឈូក","bantub muoy mean ang ngout teuk - mean yor - kanleng ngout teuk phkachhouk","14 Hotel\A room with bathtub - with balcony - with shower (bantub muoy mean ang ngout teuk - mean yor - kanleng ngout teuk phkachhouk).mp3","false"
"Hotel","Room with breakfast included","គ្រែ​គេង និង​អាហារ​ពេល​ព្រឹក","kre​h keng ning​ ahar​ pel preuk","14 Hotel\Room with breakfast included (kre​h keng ning​ ahar​ pel preuk).mp3","false"
"Hotel","How much is it for a night?","តើមួយយប់តម្លៃប៉ុន្មាន?","tae muoy yub tamlai bonman?","14 Hotel\How much is it for a night (tae muoy yub tamlai bonman).mp3","false"
"Hotel","I would like to see the room first","ខ្ញុំចង់មើលបន្ទប់សិន","khnhom chang meul bantub sen","14 Hotel\I would like to see the room first (khnhom chang meul bantub sen).mp3","false"
"Hotel","I would like to see the room first","ខ្ញុំចង់ឃើញបន្ទប់ជាមុនសិន","khnhom chang keunh bantub cheamun sen","14 Hotel\I would like to see the room first (khnhom chang keunh bantub cheamun sen).mp3","false"
"Hotel","Yes, of course","ចាស បាន","chars ban","14 Hotel\Yes, of course (chars ban).mp3","false"
"Hotel","Yes, of course","បាទ បាន","bat ban","14 Hotel\Yes, of course (bat ban).mp3","false"
"Hotel","Thank you, the room is very nice","អរគុណ បន្ទប់ស្អាតណាស់","arkun bantub saart nas","14 Hotel\Thank you, the room is very nice (arkun bantub saart nas).mp3","false"
"Hotel","OK, can I reserve for tonight?","យល់ព្រម តើខ្ញុំអាចកក់សម្រាប់យប់នេះបានទេ?","yolprom tae khnhom arch kok samreab yob nih ban te?","14 Hotel\OK, can I reserve for tonight (yolprom tae khnhom arch kok samreab yob nih ban te).mp3","false"
"Hotel","OK, can I reserve for tonight?","យល់ព្រម តើខ្ញុំអាចកក់សម្រាប់យប់នេះបានដែរទេ?","yolprom tae khnhom arch kok samreab yob nih ban deh te?","14 Hotel\OK, can I reserve for tonight (yolprom tae khnhom arch kok samreab yob nih ban deh te).mp3","false"
"Hotel","It’s a bit too expensive for me, thank you","វារាងថ្លៃពេកសម្រាប់ខ្ញុំ អរគុណ","vea reang tlai pek samrab khnhom arkun","14 Hotel\It’s a bit too expensive for me, thank you (vea reang tlai pek samrab khnhom arkun).mp3","false"
"Hotel","It’s a bit too expensive for me, thank you","វារាងថ្លៃបន្តិចសម្រាប់ខ្ញុំ អរគុណ","vea reang tlai bantech samrab khnhom arkun","14 Hotel\It’s a bit too expensive for me, thank you (vea reang tlai bantech samrab khnhom arkun).mp3","false"
"Hotel","Could you take care of my luggage, please?","សូមទុកអីវ៉ាន់ឲ្យខ្ញុំផងបានទេ?","saum tuk eivan oy khnhom phong ban te?","14 Hotel\Could you take care of my luggage, please (saum tuk eivan oy khnhom phong ban te).mp3","false"
"Hotel","Where is my room, please?","បន្ទប់ខ្ញុំនៅឯណា?","bantob khnhom nov ena?","14 Hotel\Where is my room, please (bantob khnhom nov ena).mp3","false"
"Hotel","Where is my room, please?","តើបន្ទប់ខ្ញុំនៅឯណា?","tae bantob khnhom nov ena?","14 Hotel\Where is my room, please (tae bantob khnhom nov ena).mp3","false"
"Hotel","It is on the first floor","នៅជាន់ទីមួយ","nov cheanti muoy","14 Hotel\It is on the first floor (nov cheanti muoy).mp3","false"
"Hotel","It is on the first floor","នៅជាន់ទីមួយ","nov cheanti muoy","14 Hotel\It is on the first floor (nov cheanti muoy) 2.mp3","false"
"Hotel","Is there a lift?","តើមានជណ្តើរយន្តទេ?","tae mean chunder yon te?","14 Hotel\Is there a lift (tae mean chunder yon te).mp3","false"
"Hotel","Is there a lift?","តើមានជណ្តើរយន្តដែរទេ?","tae mean chunder yon deh te?","14 Hotel\Is there a lift (tae mean chunder yon deh te).mp3","false"
"Hotel","The elevator is on your left","ជណ្តើរយន្តនៅខាងឆ្វេងដៃអ្នក","chunder yon nov khang chveng dai nak","14 Hotel\The elevator is on your left (chunder yon nov khang chveng dai nak).mp3","false"
